11,GameProgrammingPatterns,RobertNystrom, Genever Benning ,https://book.douban.com/subject/26266378/,"
9.5",109,"
内容简介:
The biggest challenge facing many game programmers is completing their game. Most game projects fizzle out, overwhelmed by the complexity of their own code. Game Programming Patterns tackles that exact problem. Based on years of experience in shipped AAA titles, this book collects proven patterns to untangle and optimize your game, organized as independent recipes so you can pi...(展开全部)"
12,"FluentPython:Clear,Concise,AndEffectiveProgramming",LucianoRamalho, O'Reilly Media ,https://book.douban.com/subject/26278021/,"
9.6",359,"
内容简介:
Learn how to write idiomatic, effective Python code by leveraging its best features. Python's simplicity quickly lets you become productive with it, but this often means you aren’t using everything the language has to offer. By taking you through Python’s key language features and libraries, this practical book shows you how to make your code shorter, faster, and more readable ...(展开全部)"
13,"UnixNetworkProgramming,Volume1:TheSocketsNetworkingAPI",W.RichardStevens、BillFenner、AndrewM.Rudoff, Addison-Wesley Professional ,https://book.douban.com/subject/1756533/,"
9.6",103,"
内容简介:
This is THE guide to UNIX network programming APIs. Whether you write Web servers, client/server applications, or any other network software, you need to understand networking APIS-especially sockets in greater detail than ever before. You need UNIX Network Programming, Volume 1, Third Edition. In this book, the Authors offer unprecedented, start-to-finish guidance on making th...(展开全部)"
14,UNIX环境高级编程,W.RichardStevens, 机械工业出版社 ,https://book.douban.com/subject/1099251/,"
9.6",117,"
内容简介:
    If you are an experienced C programmer with a working knowledge of UNIX, you cannot afford to be without this up-to -date tutorial on the system call interface and the most important functions found in the ANSI C library. Richard Stevens describes more than 200 system calls and functions; since he believes the best way to learn code is to read code,a brief example accompani...(展开全部)"
15,TheCProgrammingLanguage:SecondEdition,BrianW.Kernighan、DennisM.Ritchie, Prentice Hall ,https://book.douban.com/subject/1236999/,"
9.6",1362,"
内容简介:
Presents a complete guide to ANSI standard C language programming. Written by the developers of C, this new version helps readers keep up with the finalized ANSI standard for C while showing how to take advantage of C's rich set of operators, economy of expression, improved control flow, and data structures. This 2nd edition has been completely rewritten with additional example...(展开全部)"
16,UNIX环境高级编程,W.RichardStevensStephenA.Rago、StephenA.Rago, 人民邮电出版社 ,https://book.douban.com/subject/1692629/,"
9.6",288,"
内容简介:
本书是被誉为UNIX编程“圣经”的Advanced Programming in the UNIX Environment一书的更新版。在本书第一版出版后的十几年中，UNIX行业已经有了巨大的变化，特别是影响UNIX编程接口的有关标准变化很大。本书在保持了前一版的风格的基础上，根据最新的标准对内容进行了修订和增补，反映了最新的技术发展。书中除了介绍UNIX文件和目录、标准I/O库、系统数据文件和信息、进程环境、进程控制、进程关系、信号、线程、线程控制、守护进程、各种I/O、进程间通信、网络IPC、伪终端等方面的内容，还在此基础上介绍了多个应用示例，包括如何创建数据库函数库以及如何与网络打印机通信等。此外还在附录中给出了函数原型和部分习题的答案。 本书内容权威，概念清晰，阐述精辟，对于所有层次UNIX程序员都是一本不可或缺的参考书。"
17,"TheArtofComputerProgramming,Volumes1-3BoxedSet:TAOCP",DonaldE.Knuth, Addison-Wesley Professional ,https://book.douban.com/subject/1418402/,"
9.6",114,"
内容简介:
This multivolume work is widely recognized as the definitive description of classical computer science. The first three volumes have for decades been an invaluable resource in programming theory and practice for students, researchers, and practitioners alike. The bible of all fundamental algorithms and the work that taught many of today's software developers most of what they k...(展开全部)"
18,深入理解计算机系统,RandalE.Bryant、DavidO'Hallaron, 中国电力出版社 ,https://book.douban.com/subject/1230413/,"
9.5",2838,"
内容简介:
从程序员的视角，看计算机系统！ 本书适用于那些想要写出更快、更可靠程序的程序员。通过掌握程序是如何映射到系统上，以及程序是如何执行的，读者能够更好的理解程序的行为为什么是这样的，以及效率低下是如何造成的。粗略来看，计算机系统包括处理器和存储器硬件、编译器、操作系统和网络互连环境。而通过程序员的视角，读者可以清晰地明白学习计算机系统的内部工作原理会对他们今后作为计算机科学研究者和工程师的工作有进一步的帮助。它还有助于为进一步学习计算机体系结构、操作系统、编译器和网络互连做好准备。 本书的主要论题包括：数据表示、C程序的机器级表示、处理器结构，程序优化、存储器层次结构、链接、异常控制流、虚拟存储器和存储器管理、系统级I/O、网络编程和并发编程。书中所覆盖的内容主要是这些方面是如何影响应用和系统程序员的。例如，在讲述数据表示时，本书说明了用来表示数字的表示...(展开全部)"
19,EffectiveC++:改善程序与设计的55个具体做法,[美]ScottMeyers, 电子工业出版社 ,https://book.douban.com/subject/5387403/,"
9.5",990,"
内容简介:
在国际上，本书所引起的反响，波及整个计算机技术的出版领域，余音至今未绝。几乎在所有C++书籍的推荐名单上，这本书都会位于前三名。 作者高超的技术把握力、独特的视角、诙谐轻松的写作风格、独具匠心的内容组织，都受到极大的推崇和仿效。 这本书不是读完一遍就可以束之高阁的快餐读物，也不是用以解决手边问题的参考手册，而是需要你去反复阅读体会的，C++是真正程序员的语言，背后有着精深的思想与无以伦比的表达能力，这使得它具有类似宗教般的魅力。"
20,JavaScript权威指南（原书第7版）:中文版犀牛书,[美]DavidFlanagan, 机械工业出版社 ,https://book.douban.com/subject/35396470/,"
9.5",134,"
内容简介:
JavaScript是Web编程语言，也是很多软件开发者使用的编程语言。近25年来，这本畅销书一直是几十万JavaScript程序员必读的技术著作，本版已经更新到涵盖JavaScript的2020版。书中令人深思、富有启发性的示例随处可见。 这本“犀牛书”在很多工程师心目中有着至高无上的地位。如果你由于种种原因错过了它之前的版本，那一定不要再错过这一版了！ 本书介绍JavaScript语言和由浏览器与Node实现的JavaScript API。本书适合有一定编程经验、想学习JavaScript读者，也适合已经在使用JavaScript但希望更深入地理解进而真正掌握这门语言的程序员。 本书的目标是全面地讲解JavaScript语言，对JavaScript程序中可能用到的重要的客户端API和服务器端API提供深入的介绍。本书篇幅较长，内容非常详尽，相信认...(展开全部)"
21,Algorithms,RobertSedgewick、KevinWayne, Addison-Wesley Professional ,https://book.douban.com/subject/4854123/,"
9.5",294,"
内容简介:
Essential Information about Algorithms and Data Structures A Classic Reference  The latest version of Sedgewick,s best-selling series, reflecting an indispensable body of knowledge developed over the past several decades. Broad Coverage  Full treatment of data structures and algorithms for sorting, searching, graph processing, and string processing, including fifty algorithms e...(展开全部)"
22,"TheC++ProgrammingLanguage,SpecialEdition:SpecialEdition(3rdEdition)",BjarneStroustrup, Addison Wesley ,https://book.douban.com/subject/1452107/,"
9.5",172,"
内容简介:
-"
23,计算机程序设计艺术（第1卷）:基本算法,[美]唐纳德·E.克努特, 国防工业出版社 ,https://book.douban.com/subject/1231933/,"
9.5",178,"
内容简介:
7卷本《计算机程序设计艺术》的第1卷以基本的程序设计概念和技术开始，然后专注于信息结构——计算机内部信息的表示、数据元素之间的结构关系以及如何有效地处理它们，给出了对于模拟、数值方法、符号计算、软件和系统设计的初等应用。书中附有大量习题和答案，标明了难易程序及数学概念的使用。 此新版本增加了几十项简单且重要的算法和技术，并对有关数学预备知识作了大量修改以适应现时研究的趋势。"
24,EffectiveC++:改善程序与设计的55个具体做法,[美]ScottMeyers, 电子工业出版社 ,https://book.douban.com/subject/1842426/,"
9.5",1211,"
内容简介:
《Effective C++：改善程序与设计的55个具体做法》(中文版)(第3版)一共组织55个准则，每一条准则描述一个编写出更好的C++的方式。每一个条款的背后都有具体范例支撑。第三版有一半以上的篇幅是崭新内容，包括讨论资源管理和模板（templates）运用的两个新章。为反映出现代设计考虑，对第二版论题做了广泛的修订，包括异常（exceptions）、设计模式（design patterns）和多线程（multithreading）。 《Effective C++》的重要特征包括： ·高效的 classes、functions、templates 和inheritance hierarchies（继承体系）方面的专家级指导。 ·崭新的 TR1 标准程序库功能应用，以及与既有标准程序库组件的比较。 ·洞察 C++和其他语言（例如Java、C#、C）...(展开全部)"
25,Code:TheHiddenLanguageofComputerHardwareandSoftware,CharlesPetzold, Microsoft Press ,https://book.douban.com/subject/1494026/,"
9.5",436,"
内容简介:
Paperback Edition What do flashlights, the British invasion, black cats, and seesaws have to do with computers? In CODE, they show us the ingenious ways we manipulate language and invent new means of communicating with each other. And through CODE, we see how this ingenuity and our very human compulsion to communicate have driven the technological innovations of the past two ce...(展开全部)"
26,计算机程序的构造和解释(原书第2版),[美]HaroldAbelson、[美]GeraldJaySussman、[美]JulieSussman, 机械工业出版社 ,https://book.douban.com/subject/1148282/,"
9.5",2587,"
内容简介:
《计算机程序的构造和解释》成型于美国麻省理工学院（MIT）多年使用的一本教材，1984年出版，1996年修订为第二版。在过去的二十多年里，该书对于计算机科学的教育计划产生了深刻的影响。 在第二版中，大部分重要程序设计系统都重新修改并做过测试，包括各种解释器和编译器。作者根据其后十余年的教学实践，还对其他许多细节做了相应的修改。"
27,汇编语言（第3版）,王爽, 清华大学出版社 ,https://book.douban.com/subject/25726019/,"
9.5",569,"
内容简介:
《汇编语言(第3版)》具有如下特点：采用了全新的结构对课程的内容进行组织，对知识进行最小化分割，为读者构造了循序渐进的学习线索；在深入本质的层面上对汇编语言进行讲解；对关键环节进行深入的剖析。《汇编语言(第3版)》可用作大学计算机专业本科生的汇编教材及希望深入学习计算机科学的读者的自学教材。"
28,算法导论,[美]ThomasH.Cormen、CharlesE.Leiserson、RonaldL.Rivest、CliffordStein, 高等教育出版社 ,https://book.douban.com/subject/1152912/,"
9.5",943,"
内容简介:
《算法导论》自第一版出版以来，已经成为世界范围内广泛使用的大学教材和专业人员的标准参考手册。 这本书全面论述了算法的内容，从一定深度上涵盖了算法的诸多方面，同时其讲授和分析方法又兼顾了各个层次读者的接受能力。各章内容自成体系，可作为独立单元学习。所有算法都用英文和伪码描述，使具备初步编程经验的人也可读懂。全书讲解通俗易懂，且不失深度和数学上的严谨性。第二版增加了新的章节，如算法作用、概率分析与随机算法、线性编程等，几乎对第一版的各个部分都作了大量修订。"
29,CLRviaC#,(美)JeffreyRichter, 清华大学出版社 ,https://book.douban.com/subject/4924165/,"
9.5",324,"
内容简介:
本书针对CLR和.NET Framework 4.0进行深入、全面的探讨，并结合实例介绍了如何利用它们进行设计、开发和调试。全书5部分29章。第Ⅰ部分介绍CLR基础，第Ⅱ部分解释如何设计类型，第Ⅲ部分介绍基本类型，第Ⅳ部分以实用特性为主题，第Ⅴ部分花大量篇幅重点介绍线程处理。 通过本书的阅读，读者可以掌握CLR和.NET Framework的精髓，轻松、高效地创建高性能应用程序。"
30,ProgrammingPearls,JonBentley, Addison-Wesley Professional ,https://book.douban.com/subject/1484451/,"
9.5",178,"
内容简介:
Jon Bentley 世界著名计算机科学家，被誉为影响算法发展的十位大师之一。他先后任职于卡内基-梅隆大学（1976~1982）、贝尔实验室（1982~2001）和Avaya实验室（2001年至今）。在卡内基-梅隆大学担任教授期间，他培养了包括Tcl语言设计者John Ousterhout、Java语言设计者James Gosling、《算法导论》作者之一Charles Leiserson在内的许多计算机科学大家。2004年荣获Dr.Dobb's程序设计卓越奖。"
31,ExpertCProgramming:DeepCSecrets,PetervanderLinden, Prentice Hall ,https://book.douban.com/subject/1784687/,"
9.5",146,"
内容简介:
For software engineers and computer programmers who are writing, developing, testing, debugging software on either IBM PCs or Unix systems.  Written for experienced C programmers who want to quickly pick up some of the insights and techniques of experts and master the fine arts of ANSI C, this volume passes on the wisdom of a highly experienced C compiler writer and his colleag...(展开全部)"
32,UNIX网络编程:第1卷:套接口API(第3版),史蒂文斯、芬纳、鲁道夫, 清华大学出版社 ,https://book.douban.com/subject/1500149/,"
9.4",1038,"
内容简介:
《UNIX网络编程》(第1卷)(套接口API第3版)第1版和第2版由已故UNIX网络专家W. Richard Stevens博士独自编写。《UNIX网络编程》(第1卷)(套接口API第3版)是3版，由世界著名网络专家Bill Fenner和Andrew M. Rudoff执笔，根据近几年网络技术的发展，对上一版进行全面修订，增添了IPv6的更新过的信息、SCTP协议和密钥管理套接口的内容，删除了X/Open传输接口的内容。 《UNIX网络编程》(第1卷)(套接口API第3版)内容详尽且具权威性，几乎每章都提供精选的习题，是计算机和网络专业高年级本科生和研究生的首选教材，《UNIX网络编程》(第1卷)(套接口API第3版)也可作为网络研究和开发人员的自学教材和参考书。"
33,UNIX环境高级编程:第2版,W.RichardStevens、StephenA.Rago, 人民邮电出版社 ,https://book.douban.com/subject/1788421/,"
9.4",2387,"
内容简介:
本书是被誉为UNIX编程“圣经”的Advanced Programming in the UNIX Environment一书的更新版。在本书第1版出版后的十几年中，UNIX行业已经有了巨大的变化，特别是影响UNIX编程接口的有关标准变化很大。本书在保持了前一版风格的基础上，根据最新的标准对内容进行了修订和增补，反映了最新的技术发展。书中除了介绍UNIX文件和目录、标准I/O库、系统数据文件和信息、进程环境、进程控制、进程关系、信号、线程、线程控制、守护进程、各种I/O、进程间通信、网络IPC、伪终端等方面的内容，还在此基础上介绍了多个应用示例，包括如何创建数据库函数库以及如何与网络打印机通信等。此外，还在附录中给出了函数原型和部分习题的答案。     本书内容权威，概念清晰，阐述精辟，对于所有层次UNIX程序员都是一本不可或缺的参考书。"
34,TheC++ProgrammingLanguage:4thEdition,BjarneStroustrup, Addison-Wesley Professional ,https://book.douban.com/subject/7053134/,"
9.4",110,"
内容简介:
C+11 has arrived: thoroughly master it, with the definitive new guide from C++ creator Bjarne Stroustrup, C++ Programming Language, Fou rth Edition! The brand-new edition of the world's most trusted and widely read guide to C++, it has been comprehensively updated for the long-awaited C++11 standard. Extensively rewritten to present the C++11 language, standard library, and key...(展开全部)"
35,TheLinuxProgrammingInterface:ALinuxandUNIXSystemProgrammingHandbook,MichaelKerrisk, No Starch Press ,https://book.douban.com/subject/4292217/,"
9.4",227,"
内容简介:
The Linux Programming Interface describes the Linux API (application programming interface)-the system calls, library functions, and other low-level interfaces that are used, directly or indirectly, by every program that runs on Linux. Programs that explicitly use these interfaces are commonly called system programs, and include applications such as shells, editors, windowing s...(展开全部)"
36,CPrimerPlus（第6版）中文版:第六版,普拉达(StephenPrata), 人民邮电出版社 ,https://book.douban.com/subject/26792521/,"
9.5",1208,"
内容简介:
《C Primer Plus（第6版）中文版》详细讲解了C语言的基本概念和编程技巧。 《C Primer Plus（第6版）中文版》共17章。第1、2章介绍了C语言编程的预备知识。第3~15章详细讲解了C语言的相关知识，包括数据类型、格式化输入/输出、运算符、表达式、语句、循环、字符输入和输出、函数、数组和指针、字符和字符串函数、内存管理、文件输入输出、结构、位操作等。第16章、17章介绍C预处理器、C库和高级数据表示。本书以完整的程序为例，讲解C语言的知识要点和注意事项。每章末设计了大量复习题和编程练习，帮助读者巩固所学知识和提高实际编程能力。附录给出了各章复习题的参考答案和丰富的参考资料。 《C Primer Plus（第6版）中文版》可作为C语言的教材，适用于需要系统学习C语言的初学者，也适用于巩固C语言知识或希望进一步提高编程技术的程序员。"
37,R语言入门与实践,[美]GarrettGrolemund, 人民邮电出版社 ,https://book.douban.com/subject/26808217/,"
9.4",109,"
内容简介:
本书精心策划了三个虚拟项目，将数据科学家必需的专业技能融合其中，教会读者如何将数据存储到计算机内存中，如何在必要的时候转换内存中的数据值，如何用R编写自己的程序并将其用于数据分析和模拟运行。读者将跟随世界一流的RStudio培训师掌握宝贵的编程技能，并借助这些技能成为优秀的数据科学家。"
38,计算机程序设计艺术（第1卷）:基本算法,[美]DonaldE.Knuth, 清华大学出版社 ,https://book.douban.com/subject/1130500/,"
9.4",491,"
内容简介:
第1卷首先介绍编程的基本概念和技术，然后详细讲解信息结构方面的内容，包括信息在计算机内部的表示方法、数据元素之间的结构关系，以及有效的信息处理方法。此外，书中还描述了编程在模拟、数值方法、符号计算、软件与系统设计等方面的初级应用。此第3版增加了数十项简单但重要的算法和技术，并根据当前研究发展趋势在数学预备知识方面做了大量修改。"
39,Ruby元编程,[意]PaoloPerrotta, 华中科技大学出版社 ,https://book.douban.com/subject/7056800/,"
9.4",517,"
内容简介:
《Ruby元编程》以案例形式循序渐进讲解Ruby对象模型原理和高级应用技巧，堪称动态语言的设计模式。书中讲述的各种Ruby编程模式，完全可以应用于其他动态语言（甚至静态语言）。本书不仅适合Ruby程序员阅读，也适合对动态编程 语言和面向对象编程感兴趣的读者阅读。所有对程序设计理论感兴趣的人都能从中获益。Ruby之父松本行弘作序推荐。"
40,EffectiveModernC++:42SpecificWaystoImproveYourUseofC++11andC++14,ScottMeyers, O'Reilly Media ,https://book.douban.com/subject/25923597/,"
9.4",408,"
内容简介:
Learn how to program expertly with C++ with this practical book from Scott Meyers, one of the world's foremost authorities on this systems programming language. Scott Meyers takes some of the most difficult pieces of C++ code and unfurls them so that you can see how to manipulate your own project code. This is the first book to contain content written with the C++14 standard. T...(展开全部)"
41,C++Primer中文版（第5版）,[美]StanleyB.Lippman、[美]JoséeLajoie、[美]BarbaraE.Moo, 电子工业出版社 ,https://book.douban.com/subject/25708312/,"
9.4",2438,"
内容简介:
这本久负盛名的 C++ 经典教程，时隔八年之久，终迎来史无前例的重大升级。除令全球无数程序员从中受益，甚至为之迷醉的——C++ 大师 Stanley B. Lippman 的丰富实践经验，C++标准委员会原负责人 Josée Lajoie 对C++标准的深入理解，以及C+ + 先驱 Barbara E. Moo 在 C++教学方面的真知灼见外，更是基于全新的 C++11标准进行了全面而彻底的内容更新。非常难能可贵的是，本书所有示例均全部采用 C++11 标准改写，这在经典升级版中极其罕见——充分体现了 C++ 语言的重大进展及其全面实践。书中丰富的教学辅助内容、醒目的知识点提示，以及精心组织的编程示范，让这本书在 C++ 领域的权威地位更加不可动摇。无论是初学者入门，或是中、高级程序员提升，本书均为不容置疑的首选。"
42,编程珠玑（英文版・第2版）,[美]JonBentley, 人民邮电出版社 ,https://book.douban.com/subject/4924297/,"
9.4",124,"
内容简介:
多年以来，当程序员们推选出最心爱的计算机图书时，《编程珠玑》总是位列前列。正如自然界里珍珠出自细沙对牡蛎的磨砺，计算机科学大师Jon Bentley以其独有的洞察力和创造力，从磨砺程序员的实际问题中凝结出一篇篇不朽的编程“珠玑”。这些文章是《ACM通讯》最受欢迎的专栏文章，最终结集为两部书出版。本书为第一卷，主要讨论计算机科学中最本质的问题：如何正确选择和高效地实现算法。 在书中，作者选取许多具有典型意义的复杂编程和算法问题，生动描绘了历史上众多大师们在探索解决方案中发生的轶事、走过的弯路和不断精益求精的历程，引导读者开展创新性的思考。书中透彻阐述和总结了许多独特而精妙的设计原则、思考和解决问题的方法以及实用程序设计技巧。解决方案的代码均以C/C++语言编写，不仅有趣，而且有很大的实战示范意义。每章后所附习题极具挑战性和启发性，书末给出了简洁的解答。...(展开全部)"
43,MetaprogrammingRuby:ProgramLiketheRubyPros,PaoloPerrotta, Pragmatic Bookshelf ,https://book.douban.com/subject/4086938/,"
9.4",157,"
内容简介:
Everyone in the Ruby world seems to be talking about metaprogramming--how you can use it to remove duplication in your code and write elegant, beautiful programs. Now you can get in on the action as well. This book describes metaprogramming as an essential component of Ruby. Once you understand the principles of Ruby, including the object model, scopes, and eigenclasses, you're...(展开全部)"
44,Linux/UNIX系统编程手册,MichaelKerrisk、孙剑, 人民邮电出版社 ,https://book.douban.com/subject/25809330/,"
9.4",381,"
内容简介:
《linux/unix系统编程手册(上、下册)》是介绍linux与unix编程接口的权威著作。linux编程资深专家michael kerrisk在书中详细描述了linux/unix系统编程所涉及的系统调用和库函数，并辅之以全面而清晰的代码示例。《linux/unix系统编程手册(上、下册)》涵盖了逾500个系统调用及库函数，并给出逾200个程序示例，另含88张表格和115幅示意图。 《linux/unix系统编程手册(上、下册)》总共分为64章，主要讲解了高效读写文件，对信号、时钟和定时器的运用，创建进程、执行程序，编写安全的应用程序，运用posix线程技术编写多线程程序，创建和使用共享库，运用管道、消息队列、共享内存和信号量技术来进行进程间通信，以及运用套接字api编写网络应用等内容。 《linux/unix系统编程手册(上、下册)》在汇聚大批 ...(展开全部)"
45,C语言程序设计:现代方法,K.N.King, 人民邮电出版社 ,https://book.douban.com/subject/4279678/,"
9.4",517,"
内容简介:
时至今日， C语言仍然是计算机领域的通用语言之一，但今天的 C语言已经和最初的时候大不相同了。本书最主要的一个目的就是通过一种“现代方法”来介绍 C语言，书中强调标准 C，强调软件工程，不再强调“手工优化”。这一版中紧密结合了 C99标准，并与 C89标准进行对照，补充了 C99中的最新特性。本书分为 C语言的基础特性、 C语言的高级特性、 C语言标准库和参考资料 4个部分。每章末尾都有一个“问与答”小节给出一系列与该章内容相关的问题及答案，此外还包含适量的习题。 本书是为大学本科阶段的 C语言课程编写的教材，同时也非常适合作为其他课程的辅助用书。"
46,流畅的Python,[巴西]LucianoRamalho, 人民邮电出版社 ,https://book.douban.com/subject/27028517/,"
9.4",1043,"
内容简介:
【技术大咖推荐】 “很荣幸担任这本优秀图书的技术审校。这本书能帮助很多中级Python程序员掌握这门语言，我也从中学到了相当多的知识！”——Alex Martelli，Python软件基金会成员 “对于想要扩充知识的中级和高级Python程序员来说，这本书是充满了实用编程技巧的宝藏。”——Daniel Greenfeld和Audrey Roy Greenfeld，Two Scoops of Django作者 【本书特色】 本书由奋战在Python开发一线近20年的Luciano Ramalho执笔，Victor Stinner、Alex Martelli等Python大咖担纲技术审稿人，从语言设计层面剖析编程细节，兼顾Python 3和Python 2，告诉你Python中不亲自动手实践就无法理解的语言陷阱成因和解决之道，教你写出风格地道的Pytho...(展开全部)"
